4525,1,1,0
4535,4,1,0
4545,1,1,0
4555,2,1,0
4565,4,1,0
4575,3,1,0
4585,1,1,0
4595,2,1,0
4605,3,1,0
4615,4,1,0
4625,2,1,0
4635,1,1,0
4645,4,1,0
4655,3,1,0
4665,4,1,0
4675,2,1,0
4685,1,1,0
4695,3,1,0
4705,1,1,0
4715,3,1,0
4725,4,1,0
4735,2,1,0
4745,1,1,0
4755,3,1,0
4765,1,1,0
4775,2,1,0
4785,3,1,0
4795,2,1,0
4805,1,1,0
4815,3,1,0
4825,4,1,0
4835,1,1,0
4845,2,1,0
4855,3,1,0
4865,2,1,0
4875,4,1,0
4885,2,1,0
4895,3,1,0
4905,4,1,0
4915,1,1,0
4925,2,1,0
4935,3,1,0
4945,1,1,0
4955,2,1,0
4965,4,1,0
4975,3,1,0
4985,2,1,0
4995,4,1,0
5005,1,1,0
5015,2,1,0
5025,4,1,0
5035,1,1,0
5045,3,1,0
5055,2,1,0
5065,4,1,0
5075,1,1,0
5085,3,1,0
5095,2,1,0
5105,4,1,0
5115,1,1,0
5125,2,1,0
5135,3,1,0
5145,1,1,0
5155,2,1,0
5165,4,1,0
5175,3,1,0
5185,1,1,0
5195,2,1,0
5205,3,1,0
5215,4,1,0
5225,2,1,0
5235,3,1,0
5245,4,1,0
5255,1,1,0
5265,2,1,0
5275,3,1,0
5285,1,1,0
5295,2,1,0
5305,4,1,0
5315,1,1,0
5325,2,1,0
5335,3,1,0
5345,4,1,0
5355,1,1,0
5365,2,1,0
5375,4,1,0
5385,3,1,0
5395,2,1,0
5405,1,1,0
5415,4,1,0
5425,1,1,0
5435,3,1,0
5445,2,1,0
5455,1,1,0
5465,4,1,0
5475,1,1,0
5485,3,1,0
5495,2,1,0
5505,1,1,0
5515,4,1,0
5525,1,1,0
5535,2,1,0
5545,3,1,0
5555,2,1,0
5565,1,1,0
5575,4,1,0
5585,1,1,0
5595,2,1,0
5605,3,1,0
5615,1,1,0
5625,4,1,0
5635,1,1,0
5645,2,1,0
5655,3,1,0
5665,1,1,0
5675,4,1,0
5685,1,1,0
5695,2,1,0
5705,3,1,0
5715,1,1,0
5725,3,1,0
5735,2,1,0
5745,1,1,0
5755,2,1,0
5765,3,1,0
5775,1,1,0
5785,4,1,0
5795,3,1,0
5805,2,1,0
5815,4,1,0
5825,1,1,0
5835,3,1,0
5845,2,1,0
5855,4,1,0
5865,1,1,0
5875,2,1,0
5885,3,1,0
5895,2,1,0
5905,4,1,0
5915,1,1,0
5925,3,1,0
5935,2,1,0
5945,1,1,0
5955,3,1,0
5965,4,1,0
5975,2,1,0
5985,3,1,0
5995,2,1,0
6005,3,1,0
6015,2,1,0
6025,4,1,0
6035,1,1,0
6045,3,1,0
6055,2,1,0
6065,1,1,0
6075,3,1,0
6085,4,2,6095
6110,2,1,0
6129,2,1,0
6148,2,1,0
6167,2,1,0
6186,2,1,0
6205,2,1,0
6224,2,1,0
6243,2,1,0
6262,2,1,0
6281,2,1,0
6300,2,1,0
6319,2,1,0
6338,2,1,0
6357,2,1,0
6376,2,1,0
6395,2,1,0
6414,2,1,0
6433,2,1,0
6452,2,1,0
6471,2,1,0
6490,2,1,0
6509,2,1,0
6528,2,1,0
6547,2,1,0
6566,2,1,0
6585,2,1,0
6604,2,1,0
6623,2,1,0
6642,2,2,6652
